0.7	0.8	0.9	1	1.1	1.2	
0.999995	0.999999	0.9999995	1	
100000	
0.7,	0.7,	0.7,	0.7,	0.8,	0.8,	0.8,	0.8,	0.9,	0.9,	0.9,	0.9,	1,	1,	1,	1,	1.1,	1.1,	1.1,	1.1,	1.2,	1.2,	1.2,	1.2,	
9,	9,	6,	8,	6,	2,	6,	6,	8,	2,	7,	4,	5,	80.851,	5,	6,	6,	93.038,	8,	12,	6,	11,	14,	13,	
6,	6,	10,	4,	6,	6,	6,	5,	6,	6,	2,	4,	6,	6,	10,	8,	7,	8,	13,	16,	4,	13,	14,	13,	
6,	6,	7,	9,	5,	2,	4,	6,	6,	2,	8,	5,	6,	6,	11,	8,	7,	11,	11,	11,	7,	15,	15,	13,	
11,	6,	8,	6,	6,	6,	4,	6,	7,	6,	6,	3,	6,	8,	7,	13,	9,	8,	8,	14,	5,	13,	9,	14,	
6,	4,	8,	5,	9,	6,	8,	6,	6,	7,	9,	5,	7,	6,	6,	8,	99.853,	7,	9,	12,	6,	12,	15,	12,	
8,	8,	6,	8,	6,	6,	6,	2,	6,	4,	2,	4,	4,	7,	11,	2,	2,	12,	9,	6,	6,	14,	11,	14,	
4,	7,	6,	4,	6,	30.172,	6,	5,	8,	8,	5,	9,	6,	10,	7,	7,	3,	10,	7,	6,	91.975,	14,	12,	12,	
9,	4,	9,	4,	6,	9,	6,	8,	8,	10,	8,	11,	6,	8,	8,	10,	8,	13,	93.149,	12,	7,	10,	8,	19,	
10,	5,	4,	6,	6,	2,	8,	8,	5,	2,	8,	4,	7,	8,	7,	7,	91.762,	10,	16,	13,	6,	11,	8,	13,	
6,	7,	8,	9,	6,	7,	4,	5,	4,	4,	4,	10,	6,	5,	7,	2,	7,	12,	11,	12,	6,	12,	16,	8,	
4,	4,	7,	7,	8,	6,	10,	6,	6,	8,	7,	8,	7,	10,	11,	9,	5,	13,	3,	8,	8,	15,	15,	14,	
4,	6,	5,	6,	6,	2,	4,	5,	4,	7,	6,	4,	2,	7,	2,	9,	5,	10,	14,	12,	6,	12,	12,	15,	
5,	7,	8,	5,	8,	6,	7,	8,	6,	5,	7,	6,	6,	8,	13,	6,	7,	12,	9,	10,	7,	17,	10,	16,	
6,	61.286,	6,	8,	6,	9,	7,	6,	2,	6,	9,	4,	6,	9,	8,	12,	60.965,	11,	14,	16,	5,	14,	13,	14,	
11,	6,	7,	2,	7,	7,	9,	7,	4,	7,	10,	6,	7,	6,	7,	9,	5,	10,	8,	9,	6,	11,	13,	16,	
5,	7,	6,	8,	4,	6,	4,	6,	6,	6,	4,	7,	6,	12,	9,	8,	8,	11,	10,	15,	5,	13,	7,	16,	
6,	4,	8,	2,	6,	5,	9,	5,	6,	3,	7,	6,	7,	7,	2,	8,	6,	13,	8,	11,	9,	12,	14,	11,	
8,	6,	6,	7,	10,	4,	8,	10,	5,	7,	5,	9,	7,	8,	11,	8,	2,	7,	6,	11,	4,	11,	11,	18,	
4,	5,	4,	5,	4,	7,	6,	5,	5,	8,	6,	10,	51.195,	5,	6,	7,	4,	12,	11,	11,	8,	14,	17,	17,	
9,	6,	6,	4,	4,	9,	5,	5,	6,	4,	2,	9,	6,	4,	3,	6,	9,	14,	10,	9,	8,	14,	9,	14,	
7,	8,	6,	6,	2,	31.48,	5,	7,	6,	86.556,	9,	8,	3,	9,	6,	5,	5,	11,	9,	11,	5,	16,	10,	11,	
6,	7,	6,	7,	6,	2,	9,	4,	56.054,	7,	7,	7,	9,	10,	6,	9,	7,	4,	13,	11,	5,	17,	12,	16,	
5,	6,	6,	6,	6,	7,	8,	8,	9,	45.231,	2,	87.456,	10,	8,	9,	5,	6,	9,	9,	15,	11,	12,	11,	16,	
5,	6,	8,	6,	86.589,	43.661,	5,	5,	5,	8,	10,	4,	6,	8,	12,	9,	6,	13,	13,	13,	2,	14,	13,	14,	
4,	7,	4,	5,	7,	5,	6,	4,	7,	9,	8,	9,	5,	9,	11,	2,	8,	13,	16,	11,	6,	14,	13,	9,	
6,	6,	9,	5,	8,	6,	4,	2,	6,	5,	7,	8,	6,	5,	9,	10,	9,	7,	10,	15,	6,	12,	11,	16,	
5,	35.291,	6,	6,	7,	4,	6,	6,	24.453,	7,	2,	8,	8,	6,	10,	6,	6,	8,	12,	9,	6,	18,	15,	17,	
8,	6,	6,	6,	8,	5,	7,	49.968,	4,	8,	63.068,	2,	7,	9,	12,	30.952,	6,	9,	8,	12,	7,	11,	13,	17,	
6,	87.44,	6,	8,	5,	29.59,	7,	7,	8,	6,	7,	10,	6,	7,	2,	8,	2,	8,	11,	13,	6,	13,	13,	14,	
8,	7,	6,	6,	7,	6,	6,	72.517,	36.583,	6,	7,	7,	8,	9,	7,	11,	6,	10,	14,	10,	7,	10,	15,	14,	
8,	5,	7,	8,	5,	4,	6,	4,	8,	7,	4,	9,	4,	11,	9,	9,	8,	2,	12,	9,	2,	6,	13,	17,	
8,	7,	4,	4,	7,	3,	9,	4,	7,	5,	6,	6,	6,	7,	10,	11,	7,	8,	8,	9,	9,	12,	14,	10,	
6,	6,	6,	5,	5,	4,	7,	2,	5,	4,	6,	6,	39.963,	9,	13,	10,	6,	10,	13,	13,	7,	12,	8,	16,	
4,	6,	72.193,	8,	11,	4,	6,	7,	5,	7,	6,	6,	6,	6,	4,	5,	6,	13,	10,	13,	8,	14,	16,	18,	
7,	4,	4,	8,	6,	4,	7,	7,	4,	6,	6,	5,	7,	9,	11,	10,	7,	9,	10,	7,	7,	11,	9,	15,	
6,	7,	7,	9,	10,	2,	6,	7,	7,	6,	9,	87.251,	7,	5,	10,	9,	5,	12,	9,	13,	10,	14,	12,	15,	
9,	7,	4,	7,	8,	5,	8,	6,	3,	5,	4,	6,	5,	8,	11,	7,	7,	8,	9,	9,	9,	14,	15,	11,	
4,	7,	9,	6,	8,	6,	16.388,	10,	6,	5,	5,	2,	6,	7,	9,	5,	4,	10,	12,	12,	4,	12,	14,	16,	
7,	8,	49.714,	8,	11,	4,	8,	4,	5,	6,	95.809,	6,	8,	9,	7,	9,	8,	14,	9,	13,	7,	14,	15,	8,	
8,	7,	6,	6,	4,	6,	6,	2,	6,	6,	5,	2,	8,	9,	6,	6,	8,	9,	6,	5,	8,	10,	13,	9,	
4,	8,	5,	4,	5,	2,	5,	11,	6,	6,	23.524,	9,	6,	4,	10,	12,	9,	9,	13,	6,	7,	10,	16,	12,	
10,	5,	8,	6,	5,	4,	4,	4,	6,	8,	7,	9,	6,	61.207,	10,	8,	4,	11,	13,	13,	4,	13,	15,	10,	
7,	6,	7,	2,	7,	4,	4,	58.587,	8,	9,	8,	10,	5,	9,	9,	7,	56.312,	8,	10,	13,	9,	12,	14,	15,	
6,	8,	4,	6,	6,	5,	5,	6,	66.726,	8,	10,	8,	8,	9,	10,	7,	4,	3,	11,	13,	8,	12,	15,	10,	
6,	2,	7,	6,	2,	9,	86.414,	5,	5,	6,	10,	5,	8,	8,	5,	8,	4,	7,	8,	9,	6,	11,	15,	12,	
9,	10,	6,	5,	8,	6,	7,	8,	7,	7,	48.937,	2,	6,	6,	5,	8,	7,	10,	12,	10,	4,	11,	13,	19,	
9,	2,	5,	6,	4,	5,	5,	4,	4,	3,	6,	6,	3,	9,	2,	4,	11,	11,	9,	10,	8,	13,	14,	16,	
10,	5,	8,	4,	4,	4,	8,	6,	71.782,	6,	4,	10,	5,	7,	8,	7,	5,	8,	9,	7,	8,	15,	11,	12,	
2,	2,	6,	5,	5,	7,	4,	6,	7,	5,	4,	8,	7,	10,	9,	11,	4,	5,	11,	11,	6,	9,	14,	12,	
4,	4,	87.065,	6,	5,	9,	5,	6,	4,	2,	10,	4,	6,	41.713,	11,	61.033,	11,	11,	14,	9,	9,	12,	15,	15,	
7,	5,	6,	10,	9,	48.046,	7,	5,	9,	5,	7,	9,	7,	4,	7,	6,	8,	6,	10,	9,	10,	17,	12,	18,	
8,	2,	5,	7,	4,	2,	2,	5,	6,	6,	5,	4,	6,	10,	8,	8,	4,	7,	9,	10,	4,	10,	14,	12,	
7,	6,	7,	7,	6,	6,	6,	9,	6,	7,	8,	6,	9,	8,	8,	10,	10,	13,	15,	8,	2,	14,	9,	8,	
6,	6,	6,	5,	8,	4,	6,	8,	6,	6,	6,	6,	4,	8,	8,	7,	7,	10,	10,	11,	10,	14,	96.054,	16,	
2,	5,	6,	8,	8,	7,	6,	6,	66.693,	6,	9,	2,	6,	6,	6,	6,	5,	15,	4,	12,	6,	9,	11,	14,	
6,	4,	5,	6,	50.083,	4,	5,	5,	4,	9,	6,	4,	4,	8,	10,	6,	2,	89.889,	11,	14,	7,	13,	13,	19,	
8,	8,	8,	9,	6,	4,	4,	4,	6,	4,	6,	8,	6,	8,	8,	6,	6,	10,	11,	5,	8,	12,	11,	12,	
8,	8,	5,	35.161,	4,	7,	6,	6,	4,	4,	5,	2,	9,	7,	8,	10,	7,	12,	4,	6,	4,	9,	16,	17,	
8,	6,	4,	7,	6,	7,	4,	7,	6,	6,	6,	7,	7,	7,	9,	11,	4,	9,	12,	10,	7,	14,	15,	13,	
5,	6,	7,	5,	4,	5,	5,	6,	6,	5,	7,	9,	93.881,	2,	8,	4,	8,	11,	9,	50.536,	10,	12,	11,	16,	
5,	7,	4,	5,	8,	3,	7,	7,	5,	8,	9,	6,	6,	5,	49.49,	10,	6,	6,	2,	13,	11,	10,	9,	12,	
7,	4,	4,	6,	7,	7,	6,	6,	8,	7,	4,	8,	6,	5,	9,	10,	5,	10,	11,	12,	8,	12,	16,	16,	
8,	7,	7,	6,	2,	6,	5,	7,	4,	10,	7,	7,	7,	5,	10,	12,	4,	11,	13,	14,	7,	12,	14,	11,	
6,	75.966,	6,	8,	7,	5,	8,	2,	5,	9,	2,	8,	6,	8,	10,	27.24,	7,	8,	7,	11,	4,	15,	12,	10,	
4,	10,	6,	4,	8,	6,	4,	2,	8,	9,	8,	9,	4,	7,	12,	8,	6,	10,	10,	7,	6,	10,	14,	11,	
7,	7,	6,	4,	9,	8,	6,	6,	6,	8,	2,	9,	4,	7,	9,	5,	6,	12,	11,	13,	8,	9,	8,	11,	
8,	6,	4,	6,	9,	4,	49.643,	4,	10,	4,	4,	7,	10,	8,	8,	4,	8,	7,	7,	7,	6,	14,	6,	17,	
8,	6,	6,	6,	7,	6,	3,	9,	7,	8,	7,	6,	7,	7,	9,	7,	6,	13,	13,	13,	8,	4,	10,	12,	
8,	5,	5,	6,	5,	8,	4,	4,	6,	8,	4,	72.199,	8,	6,	8,	10,	4,	14,	13,	12,	8,	11,	10,	16,	
