0.7	0.8	0.9	1	1.1	1.2	
0.999995	0.999999	0.9999995	1	
100000	
0.7,	0.7,	0.7,	0.7,	0.8,	0.8,	0.8,	0.8,	0.9,	0.9,	0.9,	0.9,	1,	1,	1,	1,	1.1,	1.1,	1.1,	1.1,	1.2,	1.2,	1.2,	1.2,	
4,	85.092,	2,	6,	2,	4,	4,	2,	2,	65.957,	2,	2,	4,	2,	2,	2,	2,	3,	4,	5,	2,	7,	6,	3,	
38.968,	4,	4,	7,	6,	32.092,	2,	4,	13.876,	2,	42.894,	2,	2,	3,	2,	6,	4,	2,	4,	3,	4,	5,	7,	6,	
2,	4,	4,	19.867,	4,	50.966,	2,	5,	2,	4,	2,	4,	2,	2,	6,	2,	4,	4,	4,	2,	5,	7,	6,	6,	
4,	5,	4,	6,	2,	2,	2,	60.811,	43.859,	4,	7,	94.105,	2,	2,	36.333,	5,	5,	2,	2,	2,	2,	86.771,	8,	6,	
6,	2,	4,	6,	5,	4,	2,	97.44,	4,	2,	2,	2,	65.058,	2,	2,	4,	67.382,	2,	6,	4,	4,	4,	5,	9,	
84.419,	3,	2,	64.289,	4,	6,	2,	2,	2,	54.726,	4,	4,	2,	4,	6,	2,	2,	2,	6,	14.883,	2,	6,	5,	7,	
4,	4,	2,	2,	2,	3,	20.929,	2,	4,	2,	4,	54.675,	85.569,	74.702,	2,	4,	67.469,	2,	2,	5,	4,	4,	6,	7,	
5,	2,	2,	26.332,	54.263,	3,	2,	90.087,	4,	65.78,	4,	2,	2,	2,	2,	5,	3,	4,	4,	4,	4,	7,	5,	2,	
90.113,	2,	95.581,	2,	4,	2,	2,	4,	2,	4,	2,	2,	2,	4,	2,	15.461,	4,	2,	2,	4,	4,	5,	8,	7,	
5,	82.289,	4,	4,	3,	87.985,	2,	2,	2,	26.041,	2,	2,	2,	25.676,	5,	4,	2,	4,	5,	6,	2,	5,	8,	10,	
2,	2,	6,	3,	4,	2,	2,	4,	2,	2,	65.776,	4,	2,	19.715,	4,	2,	4,	2,	4,	8,	2,	2,	5,	8,	
2,	4,	63.622,	4,	2,	72.167,	73.944,	3,	2,	86.445,	2,	2,	5,	5,	2,	54.471,	2,	2,	4,	4,	4,	6,	11,	4,	
3,	26.899,	4,	2,	36.802,	45.404,	4,	2,	2,	58.425,	2,	2,	56.531,	2,	2,	4,	4,	2,	2,	7,	2,	6,	9,	9,	
4,	2,	68.197,	2,	4,	2,	2,	2,	86.56,	55.922,	4,	2,	2,	4,	2,	5,	2,	4,	7,	5,	4,	6,	5,	35.166,	
4,	2,	2,	2,	64.688,	26.128,	2,	4,	2,	2,	2,	2,	69.359,	2,	4,	2,	2,	4,	4,	6,	4,	2,	5,	4,	
4,	62.511,	2,	2,	50.441,	3,	2,	2,	2,	3,	84.354,	37.132,	14.446,	2,	2,	2,	4,	2,	5,	6,	2,	9,	7,	11,	
85.352,	2,	15.417,	2,	4,	2,	2,	30.499,	2,	50.881,	2,	6,	2,	85.326,	3,	2,	4,	88.7,	3,	5,	4,	4,	6,	2,	
41.795,	4,	6,	2,	2,	4,	44.97,	2,	2,	72.248,	4,	37.675,	2,	4,	64.683,	2,	79.755,	76.597,	2,	8,	59.116,	6,	8,	7,	
4,	98.286,	2,	44.263,	4,	4,	2,	4,	2,	2,	2,	4,	2,	2,	4,	72.683,	4,	5,	2,	7,	2,	6,	11,	4,	
70.762,	87.558,	14.082,	4,	2,	2,	62.164,	4,	5,	4,	4,	2,	2,	4,	2,	2,	78.617,	4,	4,	4,	2,	6,	7,	11,	
4,	2,	4,	56.747,	71.823,	2,	4,	93.164,	26.931,	97.998,	2,	49.235,	4,	2,	6,	6,	67.621,	4,	4,	4,	4,	6,	9,	6,	
42.023,	4,	4,	98.053,	4,	61.312,	2,	2,	13.58,	2,	4,	4,	6,	2,	4,	4,	2,	2,	6,	5,	4,	8,	6,	8,	
4,	6,	4,	2,	34.879,	2,	2,	4,	2,	2,	2,	61.076,	4,	79.238,	2,	26.792,	2,	4,	4,	6,	2,	7,	2,	9,	
4,	5,	26.287,	4,	4,	91.165,	2,	2,	10.919,	2,	4,	2,	66.087,	53.939,	2,	4,	2,	4,	6,	2,	2,	7,	4,	8,	
41.674,	2,	4,	4,	80.546,	2,	2,	4,	2,	2,	2,	4,	4,	4,	2,	2,	2,	2,	2,	3,	87.616,	9,	3,	8,	
4,	2,	91.229,	2,	39.852,	2,	4,	95.336,	2,	2,	4,	2,	38.597,	26.965,	4,	2,	4,	2,	94.452,	2,	3,	6,	4,	7,	
4,	5,	4,	8.847,	99.77,	4,	35.395,	98.91,	59.263,	4,	2,	44.562,	4,	4,	2,	4,	4,	5,	2,	4,	91.839,	2,	4,	2,	
4,	2,	11.831,	2,	5,	3,	15.234,	4,	4,	2,	4,	2,	2,	94.061,	4,	6,	69.953,	2,	2,	4,	2,	2,	7,	8,	
4,	5,	4,	2,	6,	2,	4,	2,	48.993,	2,	48.731,	2,	2,	2,	2,	4,	2,	6,	2,	8,	6,	5,	4,	10,	
7.87,	15.383,	6,	4,	5,	3,	2,	5,	80.154,	4,	82.02,	2,	4,	6,	3,	4,	2,	2,	7,	5,	4,	5,	7,	10,	
6,	4,	2,	2,	2,	4,	2,	55.008,	4,	2,	2,	20.909,	54.48,	2,	2,	4,	2,	2,	4,	6,	2,	9,	2,	7,	
2,	4,	2,	2,	33.213,	4,	20.822,	2,	2,	4,	70.88,	78.328,	2,	2,	4,	3,	2,	4,	2,	6,	2,	6,	5,	4,	
2,	2,	4,	90.715,	4,	6,	2,	6,	2,	74.071,	6,	81.708,	2,	4,	4,	6,	4,	65.018,	4,	6,	2,	6,	3,	12,	
4,	4,	81.912,	2,	8.042,	45.651,	4,	45.543,	30.718,	2,	2,	2,	19.891,	4,	4,	34.112,	2,	2,	5,	8,	78.266,	5,	6,	5,	
2,	4,	4,	2,	2,	28.664,	3,	2,	4,	2,	4,	2,	4,	2,	6,	2,	3,	6,	2,	4,	2,	4,	9,	5,	
7,	4,	2,	2,	5,	5,	2,	57.237,	2,	2,	55.027,	2,	2,	2,	76.093,	8,	83.788,	4,	5,	10,	2,	3,	5,	78.774,	
2,	2,	2,	4,	2,	2,	2,	2,	4,	2,	2,	4,	84.946,	4,	2,	4,	4,	4,	6,	2,	2,	6,	4,	4,	
4,	4,	26.939,	2,	4,	4,	4,	3,	2,	2,	2,	4,	80.324,	4,	2,	61.655,	2,	6,	2,	6,	2,	4,	6,	8,	
2,	6,	4,	2,	6,	2,	2,	2,	67.731,	7,	2,	2,	2,	2,	99.793,	2,	88.902,	5,	8,	8,	4,	4,	11,	9,	
4,	2,	2,	2,	2,	2,	4,	4,	40.463,	52.86,	3,	2,	2,	4,	4,	56.693,	2,	2,	4,	4,	4,	6,	7,	4,	
53.664,	4,	49.666,	2,	4,	2,	2,	2,	2,	2,	64.468,	2,	60.832,	2,	66.291,	2,	4,	4,	5,	7,	93.15,	2,	5,	7,	
4,	2,	4,	2,	4,	4,	2,	2,	34.35,	93.545,	2,	32.908,	4,	4,	4,	5,	2,	4,	5,	7,	3,	2,	11,	9,	
2,	4,	85.874,	2,	2,	2,	80.349,	2,	4,	2,	2,	2,	2,	2,	23.331,	2,	88.962,	2,	42.442,	2,	2,	4,	7,	6,	
2,	4,	4,	2,	2,	81.111,	4,	2,	4,	2,	2,	73.917,	4,	2,	27.625,	6,	2,	4,	6,	4,	4,	2,	7,	8,	
4,	30.055,	63.687,	2,	2,	2,	74.486,	2,	4,	69.934,	2,	2,	4,	65.402,	7,	2,	4,	5,	72.764,	2,	5,	3,	2,	6,	
6,	21.863,	2,	2,	47.99,	2,	2,	4,	74.652,	92.274,	2,	4,	62.979,	2,	4,	2,	54.934,	2,	4,	4,	2,	5,	2,	4,	
6,	2,	4,	17.258,	4,	2,	2,	2,	63.723,	4,	2,	98.672,	2,	96.719,	89.82,	92.315,	3,	5,	4,	7,	98.497,	3,	8,	8,	
2,	4,	2,	2,	3,	88.05,	2,	2,	3,	2,	69.202,	4,	4,	2,	53.965,	4,	2,	4,	6,	5,	58.264,	55.218,	7,	6,	
4,	2,	2,	75.311,	6,	2,	59.561,	2,	28.51,	58.303,	55.92,	24.058,	2,	2,	4,	2,	2,	4,	4,	2,	2,	5,	6,	5,	
7,	2,	2,	42.031,	4,	4,	4,	2,	54.503,	3,	2,	2,	68.163,	2,	2,	39.548,	2,	2,	5,	4,	2,	5,	5,	2,	
11,	2,	2,	83.975,	6,	28.899,	40.073,	2,	48.184,	2,	4,	71.744,	71.187,	4,	2,	2,	2,	58.291,	74.011,	7,	2,	7,	11,	10,	
2,	2,	4,	2,	2,	2,	2,	2,	2,	2,	2,	2,	2,	4,	95.469,	2,	2,	6,	5,	5,	2,	5,	5,	10,	
2,	6,	2,	6,	22.939,	2,	85.729,	2,	4,	2,	2,	2,	2,	5,	2,	4,	19.808,	2,	3,	2,	5,	4,	3,	4,	
2,	4,	23.493,	70.611,	7,	4,	4,	2,	2,	2,	6,	4,	4,	98.75,	4,	4,	2,	13.696,	7,	2,	2,	6,	8,	6,	
4,	10,	4,	4,	4,	2,	54.711,	2,	4,	2,	4,	3,	52.72,	2,	2,	7,	5,	3,	7,	4,	4,	2,	4,	6,	
6,	4,	2,	4,	20.548,	2,	4,	2,	2,	42.185,	91.21,	35.032,	4,	2,	2,	6,	2,	4,	4,	5,	43.661,	4,	2,	11,	
4,	2,	2,	6,	4,	4,	60.15,	2,	2,	2,	42.955,	94.098,	4,	2,	2,	4,	2,	4,	4,	4,	2,	4,	8,	13,	
6,	2,	5,	4,	6,	2,	25.325,	2,	52.008,	4,	2,	2,	2,	4,	21.401,	4,	4,	4,	5,	2,	2,	5,	6,	9,	
92.046,	62.264,	85.129,	4,	26.202,	2,	2,	83.6,	4,	4,	2,	2,	2,	4,	78.732,	2,	69.029,	4,	2,	7,	97.615,	3,	2,	2,	
6,	81.396,	4,	4,	4,	2,	2,	2,	4,	4,	4,	4,	15.508,	5,	62.647,	2,	37.426,	2,	5,	4,	6,	5,	8,	7,	
2,	62.789,	81.959,	35.233,	41.429,	74.16,	37.934,	74.777,	95.973,	99.437,	2,	4,	4,	2,	4,	2,	4,	5,	3,	4,	82.662,	4,	2,	5,	
4,	4,	2,	4,	2,	4,	73.652,	4,	4,	4,	4,	4,	4,	4,	2,	66.4,	2,	4,	3,	9,	2,	5,	7,	10,	
85.901,	2,	4,	6,	22.834,	2,	40.282,	91.992,	2,	5,	12.187,	2,	4,	2,	2,	2,	2,	3,	2,	6,	2,	2,	8,	3,	
5,	2,	2,	2,	2,	27.493,	2,	2,	2,	4,	2,	4,	2,	4,	2,	3,	2,	4,	4,	6,	2,	8,	7,	7,	
21.39,	24.782,	2,	6,	2,	2,	2,	2,	2,	2,	2,	6,	2,	3,	68.841,	6,	2,	2,	4,	5,	2,	7,	8,	7,	
37.364,	4,	58.034,	4,	51.902,	2,	86.511,	37.197,	2,	4,	4,	2,	33.601,	98.606,	82.87,	2,	4,	2,	2,	7,	87.086,	8,	4,	7,	
4,	2,	86.32,	4,	2,	4,	4,	85.805,	2,	2,	2,	21.703,	4,	2,	2,	34.739,	2,	2,	4,	6,	63.018,	8,	2,	7,	
4,	6,	4,	4,	21.791,	45.265,	4,	2,	2,	2,	44.708,	84.929,	5,	5,	4,	63.144,	2,	2,	4,	2,	70.222,	4,	2,	10,	
6,	4,	93.724,	4,	39.495,	69.988,	2,	2,	6,	4,	4,	5,	5,	4,	19.629,	2,	2,	5,	5,	6,	53.944,	6,	7,	8,	
2,	17.297,	2,	2,	2,	2,	61.602,	2,	61.395,	4,	43.276,	70.402,	2,	2,	2,	9,	2,	2,	2,	6,	97.782,	2,	9,	2,	
4,	4,	2,	4,	2,	4,	2,	2,	2,	4,	2,	2,	3,	2,	3,	2,	3,	8,	2,	2,	4,	8,	7,	6,	
6,	4,	57.003,	2,	4,	4,	4,	2,	6,	4,	2,	48.862,	4,	4,	2,	2,	4,	2,	4,	2,	2,	5,	4,	6,	
