0.7	0.8	0.9	1	1.1	1.2	
0.999995	0.999999	0.9999995	1	
100000	
0.7,	0.7,	0.7,	0.7,	0.8,	0.8,	0.8,	0.8,	0.9,	0.9,	0.9,	0.9,	1,	1,	1,	1,	1.1,	1.1,	1.1,	1.1,	1.2,	1.2,	1.2,	1.2,	
6,	3,	7,	7,	6,	1,	2,	8,	8,	8,	9,	1,	7,	4,	8,	11,	7,	11,	13,	15,	5,	17,	14,	18,	
4,	1,	5,	6,	4,	7,	1,	1,	3,	8,	8,	10,	4,	5,	3,	10,	9,	5,	15,	17,	9,	12,	16,	15,	
9,	7,	3,	4,	3,	3,	1,	3,	3,	12,	3,	1,	8,	7,	11,	12,	3,	8,	16,	17,	7,	14,	15,	15,	
11,	5,	8,	6,	9,	11,	4,	11,	5,	4,	6,	9,	3,	2,	10,	8,	3,	17,	17,	10,	5,	16,	20,	19,	
11,	4,	5,	7,	6,	3,	6,	1,	3,	8,	3,	6,	7,	7,	14,	5,	6,	5,	19,	13,	6,	15,	16,	20,	
4,	1,	4,	6,	3,	5,	3,	1,	3,	6,	3,	1,	6,	6,	11,	9,	6,	10,	18,	19,	13,	16,	12,	20,	
7,	4,	3,	7,	5,	4,	1,	4,	9,	7,	7,	7,	7,	3,	4,	8,	10,	17,	16,	12,	5,	20,	10,	20,	
3,	4,	6,	3,	9,	6,	3,	3,	8,	1,	5,	14,	6,	10,	7,	13,	6,	1,	12,	9,	1,	19,	20,	16,	
3,	8,	1,	3,	1,	1,	1,	7,	9,	8,	8,	10,	4,	10,	11,	12,	3,	8,	13,	15,	3,	15,	19,	18,	
4,	4,	8,	8,	7,	10,	4,	4,	7,	5,	4,	11,	7,	7,	9,	6,	7,	1,	6,	10,	1,	20,	19,	20,	
9,	5,	9,	9,	10,	1,	7,	1,	1,	4,	6,	7,	1,	6,	3,	11,	6,	14,	10,	20,	8,	15,	20,	19,	
6,	7,	1,	1,	3,	7,	3,	4,	1,	3,	10,	3,	3,	7,	11,	8,	3,	9,	16,	16,	4,	15,	6,	20,	
5,	3,	7,	9,	9,	9,	3,	8,	5,	3,	6,	8,	3,	8,	8,	7,	8,	15,	16,	18,	6,	19,	20,	20,	
1,	5,	9,	1,	3,	8,	7,	3,	6,	9,	4,	11,	1,	9,	3,	5,	10,	12,	14,	15,	8,	19,	11,	9,	
5,	3,	10,	3,	5,	1,	5,	6,	5,	8,	9,	12,	3,	9,	13,	12,	3,	14,	19,	11,	10,	15,	15,	18,	
7,	4,	3,	3,	6,	5,	6,	4,	6,	13,	5,	6,	1,	8,	11,	13,	3,	19,	15,	13,	13,	17,	16,	19,	
9,	7,	5,	3,	6,	4,	4,	3,	3,	5,	6,	7,	8,	3,	5,	9,	10,	6,	12,	13,	5,	17,	18,	18,	
1,	3,	1,	3,	5,	3,	9,	7,	4,	1,	2,	9,	1,	4,	8,	13,	6,	15,	18,	19,	14,	10,	17,	18,	
8,	5,	7,	5,	4,	3,	3,	5,	8,	3,	7,	6,	1,	12,	13,	13,	4,	16,	17,	14,	5,	20,	18,	19,	
13,	4,	3,	7,	1,	6,	1,	9,	13,	3,	8,	8,	1,	13,	9,	11,	7,	10,	15,	14,	7,	14,	18,	19,	
11,	1,	7,	1,	7,	4,	4,	6,	7,	1,	9,	9,	4,	6,	13,	6,	3,	6,	4,	10,	5,	14,	9,	20,	
9,	1,	4,	1,	6,	7,	1,	1,	3,	6,	9,	3,	9,	7,	8,	9,	3,	17,	14,	11,	12,	14,	15,	20,	
6,	7,	3,	3,	7,	1,	4,	8,	9,	10,	5,	14,	6,	14,	1,	10,	1,	8,	15,	17,	7,	17,	14,	20,	
10,	4,	7,	12,	9,	1,	7,	5,	1,	7,	3,	5,	8,	11,	11,	5,	8,	13,	12,	19,	10,	13,	16,	20,	
7,	1,	3,	7,	6,	5,	1,	3,	3,	4,	3,	13,	3,	8,	11,	14,	1,	12,	11,	14,	2,	17,	17,	17,	
7,	8,	3,	1,	3,	4,	3,	6,	3,	6,	3,	3,	8,	8,	9,	8,	3,	11,	14,	16,	3,	17,	20,	14,	
11,	1,	7,	7,	3,	4,	5,	3,	4,	1,	7,	5,	2,	12,	11,	12,	1,	6,	9,	18,	12,	17,	19,	19,	
7,	3,	3,	2,	6,	1,	1,	1,	1,	1,	6,	7,	9,	3,	9,	10,	2,	7,	13,	11,	6,	17,	16,	20,	
7,	4,	5,	7,	1,	6,	4,	12,	7,	7,	5,	6,	6,	7,	1,	13,	3,	11,	18,	16,	4,	15,	19,	20,	
6,	6,	3,	7,	3,	4,	7,	14,	7,	6,	8,	1,	3,	6,	10,	14,	1,	12,	11,	15,	1,	18,	19,	18,	
11,	5,	1,	8,	3,	5,	1,	6,	10,	2,	7,	9,	5,	9,	6,	11,	1,	7,	9,	20,	9,	20,	12,	15,	
8,	1,	7,	11,	9,	1,	8,	7,	1,	7,	7,	1,	9,	6,	9,	15,	8,	10,	14,	13,	13,	15,	20,	17,	
8,	1,	3,	6,	10,	7,	5,	3,	8,	3,	1,	1,	4,	15,	12,	13,	4,	15,	15,	10,	10,	15,	16,	12,	
6,	5,	10,	10,	4,	7,	3,	1,	9,	10,	3,	1,	5,	11,	10,	6,	6,	11,	12,	20,	13,	18,	19,	14,	
7,	8,	1,	2,	5,	4,	3,	6,	3,	3,	1,	8,	8,	8,	3,	11,	11,	10,	13,	11,	8,	16,	19,	13,	
6,	5,	3,	1,	3,	11,	3,	6,	8,	10,	1,	9,	4,	1,	5,	15,	10,	18,	17,	17,	3,	20,	19,	18,	
3,	10,	7,	7,	7,	1,	3,	7,	9,	5,	7,	7,	1,	7,	6,	10,	8,	17,	10,	15,	6,	18,	16,	20,	
10,	3,	3,	7,	1,	7,	14,	1,	6,	1,	7,	11,	7,	8,	7,	5,	11,	10,	16,	13,	5,	18,	16,	19,	
12,	7,	3,	1,	1,	4,	4,	7,	6,	3,	1,	4,	3,	12,	13,	3,	6,	8,	15,	10,	9,	16,	13,	10,	
3,	3,	3,	6,	7,	9,	5,	3,	1,	5,	1,	11,	3,	7,	11,	20,	1,	6,	10,	19,	5,	19,	19,	20,	
3,	1,	3,	8,	10,	1,	4,	1,	5,	7,	5,	17,	1,	3,	7,	17,	1,	17,	18,	19,	10,	20,	6,	17,	
1,	3,	3,	3,	6,	10,	4,	1,	8,	5,	8,	12,	1,	6,	9,	10,	7,	19,	12,	19,	7,	18,	16,	18,	
7,	9,	4,	7,	6,	9,	3,	5,	5,	7,	4,	1,	1,	7,	14,	14,	1,	3,	16,	13,	8,	14,	19,	15,	
4,	9,	7,	7,	3,	8,	7,	3,	8,	1,	5,	7,	5,	10,	8,	11,	7,	15,	6,	8,	12,	17,	15,	20,	
6,	6,	7,	6,	5,	8,	5,	4,	5,	4,	7,	12,	1,	13,	7,	12,	3,	15,	14,	16,	6,	12,	20,	13,	
13,	8,	12,	7,	5,	3,	1,	10,	7,	1,	3,	9,	6,	8,	11,	15,	10,	10,	17,	14,	8,	15,	15,	20,	
1,	6,	7,	4,	7,	7,	1,	10,	2,	6,	7,	10,	7,	9,	5,	10,	8,	12,	11,	11,	10,	11,	18,	20,	
5,	3,	4,	3,	4,	3,	7,	7,	5,	4,	1,	9,	6,	12,	10,	3,	8,	8,	13,	9,	1,	15,	16,	17,	
9,	4,	4,	7,	7,	1,	7,	6,	3,	3,	8,	10,	5,	7,	5,	15,	12,	14,	14,	14,	4,	12,	10,	14,	
10,	3,	8,	5,	3,	2,	10,	1,	3,	3,	6,	10,	3,	7,	15,	18,	10,	12,	5,	20,	11,	16,	19,	20,	
6,	7,	3,	1,	3,	5,	7,	1,	6,	12,	3,	12,	1,	10,	3,	12,	3,	5,	12,	9,	10,	16,	20,	15,	
8,	7,	1,	3,	5,	7,	3,	8,	4,	7,	3,	7,	6,	11,	12,	8,	9,	7,	10,	10,	9,	17,	20,	17,	
1,	3,	5,	4,	7,	6,	9,	6,	5,	8,	12,	5,	1,	7,	11,	7,	1,	12,	9,	15,	4,	14,	17,	12,	
9,	1,	1,	5,	1,	8,	6,	5,	4,	3,	7,	3,	3,	2,	17,	13,	3,	16,	12,	19,	1,	14,	16,	15,	
4,	7,	3,	7,	5,	5,	1,	3,	11,	8,	6,	12,	5,	6,	3,	11,	3,	12,	18,	20,	1,	20,	20,	9,	
3,	1,	4,	7,	6,	4,	3,	3,	1,	6,	4,	6,	4,	4,	8,	9,	7,	9,	10,	13,	9,	19,	19,	18,	
7,	1,	4,	3,	5,	5,	5,	3,	9,	11,	11,	12,	4,	9,	8,	11,	12,	15,	15,	8,	2,	17,	14,	16,	
6,	1,	7,	6,	1,	3,	4,	3,	5,	3,	6,	4,	1,	9,	1,	13,	12,	15,	18,	20,	3,	19,	14,	19,	
3,	6,	6,	1,	6,	4,	8,	8,	6,	3,	7,	14,	4,	6,	11,	12,	5,	4,	7,	15,	5,	12,	15,	20,	
11,	10,	1,	6,	4,	6,	7,	4,	3,	8,	1,	4,	3,	3,	13,	14,	3,	15,	15,	20,	5,	18,	17,	10,	
3,	5,	1,	9,	4,	6,	5,	1,	7,	3,	10,	6,	2,	6,	5,	1,	6,	8,	10,	15,	12,	9,	15,	12,	
10,	9,	8,	3,	1,	8,	8,	1,	3,	6,	3,	3,	1,	11,	6,	9,	7,	4,	9,	14,	6,	16,	18,	19,	
10,	8,	6,	1,	3,	3,	3,	8,	7,	11,	6,	1,	4,	10,	11,	15,	6,	15,	11,	12,	8,	16,	20,	15,	
12,	7,	1,	6,	5,	1,	9,	4,	4,	5,	6,	3,	3,	9,	6,	7,	5,	8,	15,	11,	5,	12,	12,	17,	
10,	1,	5,	12,	1,	8,	3,	5,	1,	7,	9,	6,	7,	9,	6,	9,	7,	11,	17,	15,	6,	14,	14,	17,	
7,	6,	1,	7,	5,	3,	1,	1,	3,	6,	4,	7,	7,	9,	5,	9,	1,	13,	17,	16,	8,	13,	19,	20,	
1,	9,	4,	13,	6,	1,	1,	5,	5,	10,	10,	1,	3,	5,	11,	10,	3,	10,	12,	18,	3,	15,	18,	20,	
4,	7,	1,	1,	8,	14,	7,	1,	6,	7,	6,	5,	5,	3,	7,	12,	3,	16,	13,	16,	1,	14,	20,	18,	
