0.7	0.8	0.9	1	1.1	1.2	
0.999995	0.999999	0.9999995	1	
100000	
0.7,	0.7,	0.7,	0.7,	0.8,	0.8,	0.8,	0.8,	0.9,	0.9,	0.9,	0.9,	1,	1,	1,	1,	1.1,	1.1,	1.1,	1.1,	1.2,	1.2,	1.2,	1.2,	
6,	9,	13,	2,	6,	2,	96.681,	3,	7,	6,	9,	10,	6,	7,	9,	6,	78.061,	12,	16,	17,	4,	12,	18,	19,	
8,	4,	4,	9,	12,	4,	4,	5,	2,	7,	2,	10,	4,	5,	14,	9,	4,	15,	12,	15,	6,	13,	12,	16,	
2,	6,	82.773,	4,	4,	2,	8,	4,	6,	5,	7,	10,	10,	2,	6,	11,	4,	11,	14,	12,	4,	12,	17,	14,	
11,	9,	7,	10,	2,	2,	6,	4,	29.454,	6,	11,	6,	4,	6,	4,	10,	4,	6,	18,	14,	4,	8,	16,	18,	
6,	4,	3,	24.862,	9,	3,	6,	2,	57.126,	2,	8,	6,	7,	13,	9,	11,	9,	3,	12,	13,	5,	13,	18,	20,	
2,	7,	4,	2,	7,	8,	5,	7,	6,	11,	2,	9,	5,	7,	10,	15,	2,	15,	4,	5,	4,	14,	19,	12,	
5,	55.275,	8,	6,	2,	2,	11,	11,	7,	4,	8,	9,	2,	8,	3,	10,	39.775,	12,	10,	14,	5,	15,	18,	20,	
6,	5,	9,	2,	10,	4,	10,	7,	5,	5,	4,	7,	58.696,	4,	6,	9,	57.743,	9,	4,	16,	2,	13,	17,	16,	
9,	10,	12,	8,	9,	6,	4,	2,	5,	6,	2,	11,	24.693,	8,	13,	9,	6,	5,	9,	17,	9,	8,	15,	17,	
10,	6,	63.846,	6,	6,	2,	3,	6,	7,	8,	9,	11,	6,	11,	9,	15,	2,	9,	14,	13,	7,	11,	16,	11,	
6,	4,	7,	4,	4,	2,	11,	4,	2,	4,	2,	5,	4,	11,	3,	6,	2,	12,	15,	11,	6,	17,	20,	12,	
8,	6,	7,	6,	2,	2,	2,	6,	2,	2,	10,	9,	9,	7,	7,	9,	10,	13,	8,	14,	6,	10,	16,	14,	
11,	9,	33.386,	4,	9,	8,	2,	4,	3,	9,	45.515,	4,	7,	12,	8,	6,	2,	15,	5,	13,	9,	17,	17,	17,	
5,	10,	6,	4,	6,	6,	4,	5,	2,	12,	3,	4,	6,	12,	5,	15,	6,	16,	12,	12,	5,	18,	12,	12,	
5,	6,	3,	4,	11,	4,	3,	2,	6,	9,	11,	6,	2,	2,	7,	11,	12,	8,	16,	18,	8,	13,	20,	19,	
9,	9,	4,	6,	6,	2,	4,	8,	11,	12,	4,	2,	92.509,	11,	9,	13,	10,	10,	6,	11,	11,	2,	15,	15,	
12,	4,	4,	5,	44.791,	2,	4,	2,	2,	5,	12,	4,	7,	7,	14,	10,	8,	10,	14,	10,	7,	13,	14,	20,	
12,	4,	9,	9,	6,	6,	9,	5,	10,	4,	42.599,	6,	2,	60.336,	5,	9,	7,	8,	12,	10,	9,	20,	16,	15,	
2,	8,	9,	4,	9,	6,	7,	7,	9,	6,	12,	4,	8,	6,	6,	14,	6,	10,	8,	18,	4,	14,	14,	16,	
5,	4,	68.412,	8,	7,	2,	4,	2,	2,	3,	8,	2,	7,	6,	14,	9,	9,	10,	11,	12,	8,	20,	17,	18,	
6,	7,	81.569,	4,	6,	2,	9,	3,	62.187,	11,	5,	8,	6,	12,	11,	10,	5,	11,	14,	11,	4,	14,	14,	15,	
8,	5,	6,	2,	75.997,	6,	2,	94.877,	6,	4,	2,	7,	8,	11,	11,	7,	8,	10,	9,	13,	5,	17,	10,	16,	
10,	2,	45.885,	7,	8,	4,	10,	6,	2,	7,	5,	9,	8,	8,	3,	16,	6,	12,	15,	8,	6,	17,	20,	12,	
10,	2,	4,	48.495,	10,	4,	9,	4,	95.914,	9,	6,	61.454,	82.753,	2,	9,	12,	2,	10,	10,	17,	13,	18,	14,	20,	
10,	2,	9,	9,	5,	6,	5,	7,	2,	6,	2,	12,	7,	4,	10,	10,	4,	8,	16,	13,	5,	6,	16,	18,	
4,	39.068,	9,	74.643,	2,	11,	11,	9,	11,	2,	9,	2,	5,	13,	9,	10,	13,	11,	14,	15,	13,	17,	18,	20,	
7,	10,	8,	2,	2,	3,	4,	2,	3,	71.179,	12,	11,	7,	9,	10,	8,	5,	13,	16,	8,	12,	14,	20,	18,	
17.989,	3,	3,	11,	67.317,	6,	8,	10,	12,	15,	5,	9,	2,	13,	11,	16,	2,	12,	9,	8,	6,	19,	17,	18,	
8,	9,	6,	10,	8,	6,	8,	3,	8,	2,	6,	2,	7,	2,	13,	13,	4,	11,	16,	17,	10,	7,	17,	19,	
10,	9,	7,	6,	5,	6,	4,	7,	6,	11,	9,	3,	8,	10,	9,	15,	10,	13,	13,	5,	4,	14,	17,	15,	
4,	2,	5,	6,	6,	2,	6,	6,	4,	2,	6,	8,	2,	11,	14,	14,	5,	16,	11,	13,	11,	12,	13,	18,	
8,	2,	39.742,	7,	7,	2,	4,	4,	4,	4,	9,	8,	4,	8,	2,	9,	6,	5,	13,	12,	8,	18,	19,	19,	
5,	78.572,	9,	8,	4,	2,	8,	4,	3,	2,	3,	11,	4,	9,	14,	2,	2,	17,	15,	14,	2,	13,	16,	20,	
2,	2,	6,	2,	12,	6,	3,	2,	2,	95.547,	2,	6,	9,	12,	9,	12,	7,	15,	15,	15,	9,	16,	15,	11,	
11,	71.854,	2,	6,	5,	7,	10,	2,	9,	2,	11,	4,	4,	11,	9,	13,	12,	12,	13,	15,	3,	12,	12,	20,	
10,	9,	9,	8,	10,	2,	4,	4,	11,	6,	69.943,	2,	5,	9,	15,	12,	2,	10,	9,	7.923,	12,	12,	16,	16,	
11,	8,	8,	6,	8,	7,	4,	7,	2,	11,	10,	10,	5,	12,	13,	6,	3,	6,	14,	2,	8,	11,	13,	14,	
7,	9,	6,	8,	10,	3,	10,	10,	11,	9,	3,	7,	3,	4,	7,	14,	97.78,	11,	12,	20,	2,	20,	15,	12,	
10,	4,	2,	4,	3,	4,	6,	8,	8,	5,	7,	8,	4,	14,	8,	10,	4,	12,	10,	6,	4,	15,	17,	9,	
14,	8,	11,	58.27,	8,	4,	8,	2,	10,	12,	9,	8,	2,	9,	12,	9,	13,	11,	12,	15,	11,	18,	17,	19,	
9,	4,	4,	4,	6,	3,	93.68,	3,	4,	9,	5,	14,	4,	13,	10,	12,	7,	11,	13,	16,	6,	13,	13,	17,	
9,	87.275,	4,	4,	2,	4,	2,	10,	7,	8,	6,	6,	10,	13,	8,	7,	6,	11,	10,	12,	5,	17,	11,	19,	
10,	4,	8,	8,	11.515,	2,	8,	2,	8,	2,	12,	7,	8,	2,	2,	11,	4,	5,	14,	15,	2,	14,	15,	6,	
2,	4,	9,	9,	9,	4,	4,	7,	4,	2,	9,	6,	2,	2,	6,	11,	8,	12,	14,	19,	6,	15,	13,	19,	
10,	4,	3,	2,	8,	7,	4,	9,	8,	10,	11,	2,	11,	10,	10,	13,	6,	10,	4,	17,	7,	16,	14,	18,	
8,	2,	10,	29.593,	8,	2,	6,	7,	2,	8,	4,	3,	4,	7,	13,	9,	9,	16,	13,	16,	7,	16,	16,	20,	
9,	4,	12,	4,	10,	4,	5,	8,	4,	6,	3,	8,	5,	3,	9,	7,	4,	12,	8,	14,	5,	15,	14,	19,	
13,	4,	9,	4,	4,	2,	9,	4,	8,	4,	8,	9,	4,	9,	10,	11,	2,	9,	8,	14,	9,	14,	16,	16,	
8,	6,	2,	6,	6,	6,	4,	10,	8,	6,	12,	11,	12,	12,	11,	16,	6,	10,	14,	14,	4,	13,	18,	17,	
3,	8,	9,	8,	10,	6,	4,	2,	7,	2,	2,	9,	2,	4,	14,	4,	7,	17,	6,	20,	13,	13,	13,	19,	
4,	3,	3,	38.103,	6,	10,	2,	4,	5,	68.098,	5,	6,	4,	8,	14,	12,	9,	6,	14,	16,	7,	17,	13,	18,	
13,	8,	7,	5,	10,	7,	8,	7,	2,	10,	4,	6,	4,	4,	12,	9,	7,	13,	12,	17,	8,	10,	19,	18,	
4,	4,	4,	10,	7,	2,	6,	2,	50.742,	5,	6,	6,	8,	12,	3,	6,	7,	14,	9,	19,	11,	13,	19,	17,	
6,	4,	5,	4,	10,	5,	2,	2,	9,	2,	5,	7,	5,	9,	12,	8,	7,	12,	6,	11,	2,	10,	14,	20,	
10,	4,	2,	9,	8,	2,	4,	2,	10,	7,	10,	6,	2,	8,	4,	11,	2,	8,	10,	14,	6,	8,	16,	19,	
10,	88.088,	2,	4,	9,	7,	2,	4,	4,	6,	10,	6,	71.596,	8,	8,	9,	8,	14,	8,	14,	8,	17,	18,	18,	
9,	10,	4,	9,	9,	7,	2,	3,	2,	9,	6,	12,	4,	9,	13,	6,	6,	14,	10,	13,	9,	17,	20,	20,	
10,	6,	6,	7,	10,	67.473,	5,	88.773,	10,	2,	7,	13,	6,	5,	9,	15,	7,	10,	14,	16,	2,	14,	15,	17,	
6,	2,	34.278,	10,	3,	5,	8,	8,	2,	10,	5,	2,	8,	9,	2,	10,	2,	5,	17,	12,	11,	14,	16,	17,	
6,	5,	10,	4,	8,	52.71,	4,	4,	8,	2,	9,	3,	6,	4,	11,	14,	2,	3,	6,	17,	8,	17,	15,	10,	
10,	6,	12,	7,	8,	2,	2,	7,	13,	3,	11,	2,	4,	11,	12,	15,	8,	15,	8,	5,	95.491,	18,	9,	15,	
12,	2,	5,	5,	9,	2,	2,	4,	8,	2,	2,	6,	8,	7,	11,	5,	69.464,	10,	13,	10,	10,	14,	18,	9,	
9,	6,	9,	38.141,	2,	8,	6,	2,	7,	36.905,	26.944,	9,	2,	14,	6,	13,	7,	6,	13,	15,	4,	19,	16,	19,	
10,	12,	6,	10,	2,	2,	9,	10,	6,	5,	3,	5,	11,	8,	14,	16,	8,	13,	10,	13,	7,	9,	16,	20,	
6,	6,	7,	9,	8,	2,	69.235,	7,	4,	37.21,	10,	8,	2,	9,	9,	13,	5,	8,	11,	15,	8,	15,	20,	18,	
10,	9,	6,	4,	4,	6,	2,	5,	7,	6,	13,	13,	3,	8,	9,	13,	8,	12,	4,	11,	6,	18,	20,	18,	
2,	7,	9,	10,	6,	2,	8,	7,	2,	7,	4,	10,	4,	9,	10,	6,	4,	13,	10,	17,	4,	11,	12,	20,	
6,	97.97,	6,	54.898,	7,	4,	45.154,	4,	4,	8,	8,	12,	9,	74.221,	8,	13,	10,	12,	10,	12,	7,	13,	16,	19,	
7,	2,	6,	86.783,	3,	2,	7,	2,	2,	8,	9,	7,	6,	8,	4,	4,	11,	13,	16,	14,	4,	18,	20,	11,	
